hmm,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty [nm]
,131,4048.028143,17087.04127,122.3417042,4459.792389,23.2758525,25.00592195,4.727007531
,131,6480.185115,14889.30609,114.2551554,3087.379221,26.31149653,15.56012585,4.005567016
,131,7071.685895,24217.73248,122.931518,3645.566683,24.89950533,21.25148911,5.009028766
,131,7788.032421,13516.90381,118.9192175,7056.17776,36.63211805,36.79577524,4.079436927
,131,7856.558404,25481.05521,121.1685028,5767.921665,36.4107437,38.33316044,5.302122881
,131,9163.870641,18716.78663,123.1913206,7499.955765,35.5452242,35.44140142,3.983210286
,131,9758.058751,9587.819056,123.4293391,5809.318885,29.59557754,34.67628254,4.984664775
,131,9709.700331,30587.76312,116.6687241,2241.835328,21.66959476,14.07639866,5.092430092
,131,10182.30511,28440.87927,124.6280137,4463.703198,22.85604199,28.34334596,5.444005794
,131,11699.85323,5669.576287,114.4235469,3218.206091,25.67810814,14.81914048,3.744465025
,131,12381.18759,15170.83927,117.6004176,12617.65238,58.88887686,79.99175206,4.657447415
,131,13027.02499,30822.07934,126.437171,9433.183502,37.69567612,54.99402742,4.997898295
,131,13098.15215,27980.52924,118.6700056,10263.27465,41.8551585,71.91398864,5.239944336
,131,14430.53355,20419.33641,119.8122531,10506.60746,56.04970586,55.94781618,4.129012113
,131,15335.19243,16732.64013,119.4832253,5348.671669,33.59691726,32.17524365,4.74511898
,131,17386.44872,16976.14087,126.952703,11682.10512,48.61521509,64.54193389,4.75665556
,131,18369.62747,15875.83264,126.6418038,7130.460084,41.18411821,42.51660152,5.175629413
,131,18492.50729,19640.12259,119.0012632,8419.665014,52.03441752,56.9036406,5.122768531
,131,18958.68509,28290.81546,114.6046242,3302.488021,35.80454229,27.32031068,5.979093121
,131,19375.85739,26909.3396,123.092237,20614.26784,93.96486483,103.5142702,4.029353185
,131,19355.71439,29735.40675,114.1804268,7750.850989,52.13998182,54.54819786,4.926444785
,131,20774.657,30955.85804,126.7378128,6818.112587,31.57231965,41.91454006,5.340012123
,131,22487.19181,33791.707,118.6486892,2509.984413,22.51939091,16.2732062,5.307743064
,131,23015.44567,28982.5473,126.1010355,7579.873098,38.0404031,45.69694076,5.172001095
,131,24319.11394,22553.92125,121.2438106,16380.34785,82.3594754,101.9840468,4.829054512
,131,30563.00831,8846.920415,126.3652422,2691.894477,22.55844673,20.26263986,6.694321878
,131,31002.87995,16828.55105,126.4371513,6314.125428,37.51880821,35.07201529,4.870068201
,132,4043.336307,17093.92433,117.9851398,4286.161219,26.77701903,25.87512067,4.721725666
,132,6480.65423,14890.45562,110.6799213,3004.899298,26.67088987,13.5960722,3.541717674
,132,7080.64307,24225.72067,122.7306993,3637.64712,25.12387154,19.54106236,4.673899887
,132,7788.255568,13518.16476,118.9675131,6907.036928,36.58605447,36.0719389,4.093449118
,132,7853.900536,25483.10524,126.5435223,6388.893714,37.53109757,38.63371013,5.260713031
,132,9171.192351,18712.13835,125.2346761,7536.881255,35.43600837,36.07284834,4.151650747
,132,9762.468674,9585.486046,123.6997988,5831.421239,30.95014975,33.81282551,4.877079013
,132,9717.158091,30595.49295,112.1803831,2431.676104,23.04418579,16.99694902,5.115219623
,132,11702.62767,5667.203283,112.1140427,3335.173911,26.47678745,22.71126622,4.855254026
,132,12381.37125,15167.90609,115.9923979,11666.04208,56.75456867,71.74289152,4.416646319
,132,13028.30405,30822.91731,123.5388267,9155.064409,40.58984519,62.62107417,5.55533655
,132,13101.82332,27985.00418,118.2718873,10794.69742,47.76826496,73.22259567,5.041546387
,132,14435.10391,20419.8719,119.5610449,10409.09396,58.28346245,47.96430362,3.610838528
,132,15335.22707,16733.93702,114.1075674,5196.797175,36.99175975,35.36192805,4.860478429
,132,18379.191,15871.3641,124.8060474,6681.952968,41.13927402,41.42228684,5.230130494
,132,18496.62577,19638.54457,116.957294,8136.297858,50.80968131,46.73764321,4.27434981
,132,18953.29417,28298.0944,114.6457562,2975.910059,33.41538038,19.99194034,5.050327871
,132,19377.26105,26910.42123,119.2811731,19182.26786,86.57957165,91.45920313,3.615945981
,132,19353.01028,29734.05728,121.509783,7907.545148,48.97922412,54.891247,5.479488797
,132,22491.3678,33780.62714,119.8327425,2487.320551,20.19114092,16.77118601,5.579434307
,132,22706.3163,17104.80725,127.0960732,14395.12956,60.77390392,83.99715228,4.990790245
,132,24320.29187,22550.84795,119.8696401,16822.90183,82.8493522,98.72914595,4.460378314
,132,30331.85612,7994.252943,114.321332,2253.346569,26.16436719,15.74124911,5.330404407
,132,31012.30689,16832.30253,120.3348231,5579.883141,42.10330873,29.43776339,4.28074086
,132,32614.2067,18296.23425,126.6057844,4177.205635,30.22384432,23.5791339,5.08844137
,133,4052.616108,17083.92442,121.3584318,4658.794191,24.52520856,32.07159889,5.548666567
,133,6480.014874,14892.01496,109.6348702,3178.096222,26.78208226,16.84318396,3.855930327
,133,7076.108308,24226.23655,122.0302466,3519.370984,24.60259473,20.11012226,4.877956805
,133,7786.389899,13514.69981,121.529998,6532.67242,34.19244541,32.55792151,4.105363559
,133,7863.065749,25486.6438,123.5406851,6157.761631,36.61404193,38.62720643,5.204766251
,133,9170.128005,18712.34277,125.310132,7068.731856,34.4922738,39.62432555,4.798763192
,133,9724.217523,30594.24892,110.015395,2270.848558,20.79379378,14.82227105,4.727181543
,133,10182.05339,28435.47272,123.9975019,4463.907194,23.50733403,27.91636367,5.321328114
,133,11706.28483,5669.435783,112.6651624,3411.61802,25.70407558,20.04323324,4.336516842
,133,12386.93328,15168.15921,117.830587,11440.23143,54.65590249,61.30630621,4.00858882
,133,13033.58148,30826.87741,122.1153489,9238.443671,39.17356126,50.6220604,4.4196664
,133,13101.05282,27986.74786,118.7755287,10386.48676,46.41730735,62.35143341,4.537861155
,133,14433.88281,20419.86285,115.7551643,9973.244905,57.69804332,54.76322671,3.985217979
,133,15338.87027,16730.71618,119.3076079,5252.209152,34.03678903,33.42238435,4.977485898
,133,17391.57997,16976.66341,122.9554263,11005.49887,51.27160574,64.69238653,4.747595156
,133,18379.85083,15876.66892,124.6090053,7368.340199,39.65982845,40.24113221,4.628423207
,133,18496.01784,19640.01924,118.4357918,8091.297844,49.51189052,48.08375842,4.51563488
,133,18949.22811,28291.13022,121.9334362,3437.647608,30.64480654,22.158263,5.393075282
,133,19359.40812,29734.45864,115.510314,7541.418876,48.17410338,48.06083414,4.602878717
,133,19378.51014,26910.21706,126.2535594,20438.20636,62.75008929,100.0859665,4.134449876
,133,20355.38164,20596.59646,127.0451738,17191.99189,56.60981802,104.4031842,5.162097648
,133,20789.61062,30959.56254,119.2443628,6027.711341,35.48389862,33.80026083,4.412576047
,133,21466.21157,3916.876837,123.4129831,5696.466266,32.51576619,31.18547074,4.624097956
,133,22487.21857,33792.89894,121.7478852,2498.817969,18.6935675,15.37783137,5.335887375
,133,23017.21581,28983.16822,126.6034803,7744.63498,34.49372115,44.25243458,4.957438215
,133,24318.07665,22558.30645,121.9542564,17549.6253,78.47530395,109.2081837,4.875684962
,133,26945.27995,10133.83953,126.391671,10843.61343,41.28532098,61.49109222,4.844152806
,133,31367.01642,22371.92642,126.9299319,13405.7732,58.91675032,83.22248242,5.289720594
,133,31578.39784,26416.06584,119.8062256,3158.928787,24.58501639,17.61129116,4.679396988
,133,32370.10026,11400.60371,127.1905748,5526.546686,31.16727865,31.94993572,5.141319387
,134,4046.07627,17089.0077,123.7962173,4315.918441,24.64438772,24.98472562,4.975664694
,134,6477.018854,14885.19458,116.5033865,3235.095253,27.47614964,16.79999232,4.208164994
,134,7068.908567,24219.74292,123.4020178,3867.828446,26.47486632,24.42532865,5.370457392
,134,7787.5393,13514.48364,120.5515464,7567.092167,34.82144418,38.37663735,4.066201028
,134,7858.427639,25482.62864,121.7163823,6158.872603,36.30895081,40.14643806,5.238640958
,134,9168.826264,18713.5947,122.759458,7706.710341,36.09146869,39.9129623,4.281104838
,134,9752.930605,9587.876459,124.8815628,5042.209,29.42697417,25.57758381,4.468311684
,134,9716.035355,30586.05956,117.5453629,2326.549035,21.4865199,12.84171284,4.67031486
,134,10171.19313,28433.93469,126.4501452,4427.028211,23.33878725,25.20741671,5.092187458
,134,11690.88281,5667.861319,119.6895815,3394.815291,25.65530163,19.74515135,4.795321609
,134,12383.10875,15167.82369,118.8166706,11786.07432,57.69319793,60.04606121,3.883562364
,134,13030.45937,30822.79002,124.0952684,8486.072796,39.45590327,49.8585673,4.875838149
,134,13097.82543,27983.90547,121.6601535,9205.570481,39.19029978,57.41047513,4.944991905
,134,14428.37418,20417.19135,119.8138098,9751.66349,56.36179179,52.4048131,4.177231821
,134,15334.93485,16724.94676,116.5848831,5414.598055,38.48347163,34.22490879,4.729799952
,134,18369.72051,15868.83095,124.7978413,6955.098043,43.46131473,41.99278664,5.096210082
,134,18492.9262,19634.07498,119.9939271,8640.134855,53.02606489,62.10554566,5.510857286
,134,18938.08873,28287.76078,126.6406876,3535.147403,32.19273889,23.74072476,5.978650139
,134,19376.82472,26911.41159,119.4993512,19572.37118,97.66452261,105.3688429,4.06897266
,134,19354.06732,29730.8759,120.0016147,8685.647537,50.11007913,63.92174197,5.634656268
,134,20779.46366,30960.31604,125.9951014,6923.970235,33.98182008,34.46247451,4.368298541
,134,22491.53684,33783.94955,119.5492644,2733.574562,19.50280316,16.93289023,5.143025627
,134,24316.39703,22553.55382,122.7570366,17381.39854,82.81356235,101.7544075,4.658367694
,134,26941.73897,10130.65348,120.8472618,9203.801931,53.32093945,53.8071079,4.598145357
,134,30559.93818,8849.843108,125.3580838,2559.428375,22.2331238,17.06016139,5.979485751
,134,31569.12445,26411.43645,124.0029992,3390.95039,25.23025113,20.56965239,5.292057504
,134,32423.33656,21481.89605,118.9856172,3569.607733,37.0468305,23.4230371,5.219040798
,135,4047.008015,17079.28428,121.8656576,4257.602915,24.23043869,21.81700488,4.3751597
,135,6478.983826,14895.86654,110.712723,3243.512995,27.26478412,20.47707652,4.473926134
,135,7070.957595,24224.54839,120.561935,3652.066403,24.93950973,23.92382463,5.330265203
,135,7783.419704,13518.15416,123.4524066,7905.95407,34.73283437,44.86290665,4.690981571
,135,7853.401292,25485.23787,124.1724741,6061.595514,36.41831371,30.75727523,4.361548698
,135,9166.731398,18712.14537,126.0068842,8294.06695,35.9760982,38.65890476,4.079050634
,135,9753.431168,9584.42735,121.5687592,5369.004483,27.89404312,27.83556946,4.310513165
,135,9724.50792,30592.50987,116.0603959,2333.320639,21.66389867,16.40423823,5.483057179
,135,11704.45634,5671.38396,115.4042566,3448.374702,26.29941368,19.88206812,4.454147782
,135,12387.14568,15169.00869,117.5350046,11345.68442,59.65876012,64.92830823,4.240419165
,135,13031.09685,30824.00832,123.0513471,9214.307819,38.80140166,57.8440675,5.085531864
,135,13102.44356,27988.8066,115.8224214,8732.23833,42.15344858,66.06511081,5.3981885
,135,14433.46052,20414.58991,118.1679122,9954.86035,56.5391452,54.63585104,4.143657767
,135,14833.99176,24312.63546,126.2344839,4071.503642,24.94813351,21.26747584,4.755331021
,135,15336.45701,16736.64892,117.5626771,5472.801848,37.42795443,28.49458374,4.062079173
,135,18492.97705,19636.36574,122.1512095,8611.675594,50.53560148,51.39889362,4.796692525
,135,18947.10668,28293.3995,120.6850284,3675.821949,30.5981871,24.21457535,5.363342265
,135,19360.15785,29733.59727,116.9629677,8859.261068,53.53828509,62.35450554,5.13782517
,135,20780.66587,30958.23687,123.158292,6761.322203,37.80258247,38.41136791,4.71096293
,135,26948.55936,10132.47489,125.8229115,10576.57004,41.84723733,73.84746993,5.848800657
,135,30319.60574,8001.805329,116.6028399,2201.150945,24.53250113,17.75825695,6.21869765
,135,30563.23637,8843.726269,123.9622581,2619.352709,21.65956932,17.88490616,5.964241275
,135,31572.94766,26411.03727,124.1626153,3160.167703,24.27819692,20.78982139,5.709786428
,135,32375.64585,11402.21035,127.3045088,5508.718071,25.97808206,34.36935071,5.51305321
,135,32424.87933,21478.55914,114.2714079,3410.462085,36.76157303,21.79362644,4.759963866
,136,4046.865264,17081.76953,122.6942418,4481.651799,25.02904859,29.19152595,5.405187643
,136,6472.463813,14887.68084,113.3264313,3229.033407,25.16444086,18.56366285,4.333768536
,136,7070.481947,24221.77997,123.2010124,3821.575889,24.52266186,23.18517345,5.179580755
,136,7784.598447,13513.8345,124.5261147,7374.636842,33.77858693,43.92041832,4.99909276
,136,7851.0312,25478.48535,124.4201181,6483.944327,36.87601495,35.56222122,4.665196917
,136,9167.121081,18709.10617,121.6258833,7521.444852,36.66615546,37.51683298,4.076012321
,136,9754.717318,9580.807896,124.3905593,5430.460143,29.64222072,30.11014803,4.7596606
,136,9715.057803,30585.13575,121.9273667,2578.13203,21.16878502,13.20208978,4.642264127
,136,11691.44037,5665.536802,118.2989533,3563.734127,25.35319299,19.14583574,4.387062925
,136,12383.8687,15169.74744,118.1747205,12412.99972,57.36582987,79.25150795,4.735336879
,136,13099.1374,27977.83415,117.8032337,10143.32814,43.831615,65.593285,4.791405138
,136,14428.12542,20418.03563,118.9414406,10319.89761,58.61355927,51.07330216,3.81322019
,136,15330.63787,16729.03996,119.763703,5560.817881,37.30553626,39.98389996,5.579570048
,136,18494.77115,19635.67461,115.5970991,8106.359932,57.42905482,53.94175929,4.78169361
,136,18941.85989,28284.14661,121.6222552,3857.651912,31.85818189,25.30674846,5.402764123
,136,19373.31308,26905.96787,123.5161922,20906.33807,94.15925149,109.9570691,4.238563619
,136,22495.27466,33784.32844,124.8434757,2631.398899,19.61484551,15.9521015,5.48337341
,136,22710.31294,17095.24351,125.3042303,15667.86467,60.87609531,100.3393527,5.297125471
,136,24320.27381,22551.05954,120.352409,16206.18245,85.95636239,92.78124387,4.394393148
,136,31011.72871,16828.9647,122.6293919,6210.02847,40.85310046,33.5859049,4.496265268
,136,31574.21596,26404.82143,126.4067198,3658.169524,24.25382634,21.08794588,5.219703454
,136,32372.15066,11397.10027,124.2754382,5604.185788,33.30363134,29.22204437,4.496576548
,136,32414.13878,21474.61898,125.3814983,3864.658608,33.87014987,26.27827996,5.898462877
,137,4043.53372,17078.1962,125.8914129,4297.736969,24.71479663,23.74133264,4.934016758
,137,6477.170254,14884.80701,116.6742904,3363.983871,26.41467438,16.49320787,4.022243063
,137,7780.60695,13512.70086,122.873845,7493.327537,34.11651032,39.83762168,4.396490114
,137,7855.239414,25473.81311,123.9555407,6495.201373,38.393086,37.24041079,4.818352775
,137,9166.933303,18713.3146,123.4612926,7254.108494,34.71845613,34.96113267,4.077327596
,137,9751.722899,9579.920235,123.7623742,5710.6157,30.16315219,32.49854334,4.807872073
,137,9711.580921,30587.46255,123.512309,2574.999861,20.76436408,15.56304876,5.379269328
,137,11694.00927,5663.323784,117.3576885,3395.727748,25.37668186,19.61000757,4.602685824
,137,12380.34052,15170.06588,118.1234568,12124.76465,59.47068041,73.84624047,4.528388797
,137,13025.15563,30814.47899,126.1969787,8747.362832,40.20196271,53.64999266,5.234007115
,137,13097.93938,27979.74254,122.3440497,10271.86026,43.43088677,69.06108009,5.346525451
,137,14426.19827,20415.76734,118.9644238,10608.03452,58.04963274,59.97145183,4.302043035
,137,14826.84201,24314.43755,125.5189581,4176.602865,26.12105624,24.89171012,5.245022223
,137,15329.09802,16729.87323,124.4919147,6127.598317,33.42771392,40.99340761,5.601087911
,137,18490.0651,19637.94152,124.6971866,8305.319514,51.74496107,45.02353063,4.57671618
,137,18948.64873,28280.93096,120.8409169,3244.348817,33.00648678,24.06887951,6.007539855
,137,19369.70646,26907.35416,124.1585101,20853.53612,88.63665077,118.0138968,4.594072473
,137,24318.34552,22553.57402,122.8042997,16009.25962,81.87431384,92.27532148,4.601487834
,137,30329.13182,7996.835003,112.1794417,2214.834711,26.37184102,16.23589045,5.363472075
,137,31012.00158,16826.43604,122.2887906,5909.2437,41.00925423,32.44615734,4.546763774
,138,4053.96519,17086.74334,121.8569349,3805.165248,25.39707521,23.74293848,5.19992485
,138,6487.810915,14891.73969,110.3714359,3135.51739,27.75155802,14.62523363,3.572004295
,138,7078.674706,24226.01909,122.7836164,3438.74387,25.05361574,20.1765846,5.050987818
,138,7802.133885,13510.63507,119.2145491,7421.852321,37.94619734,38.31646291,4.049761802
,138,7862.167617,25475.79811,118.2992862,6014.003752,39.88189839,31.66459336,4.1182497
,138,9173.653962,18714.86716,122.9273006,7467.704884,34.96676992,38.72740165,4.30495274
,138,9758.709411,9588.24827,124.4411161,5188.510463,27.52929501,27.90558129,4.654521839
,138,9719.542384,30583.96777,114.8139651,2235.318665,21.12793228,14.95382316,5.198182764
,138,11704.32757,5671.476099,115.1757757,3591.643964,24.7209455,18.64732986,4.072106876
,138,12396.15885,15164.32511,114.0668673,10447.8261,56.13133434,48.73682895,3.340725665
,138,13038.58795,30826.24607,121.4944805,8545.612809,38.78035626,52.9971712,4.919680804
,138,13108.0459,27986.99946,115.5358351,9032.575641,43.18380965,64.70254129,5.097716066
,138,14439.34277,20420.4414,120.2254379,10023.46734,44.44124861,53.68263838,4.186572737
,138,15346.24506,16730.20984,110.7005964,5224.180061,39.61926196,35.3235851,4.564583539
,138,17393.05383,16977.02264,125.6704373,10736.64145,50.06324934,58.5520187,4.621486972
,138,18379.19615,15873.44313,126.1955362,7472.194336,42.84428751,41.31650281,4.790434579
,138,18500.079,19638.28783,118.2470851,8126.862157,51.37649173,43.48615337,4.095059549
,138,18956.78455,28291.30803,118.7708719,3567.984084,34.14719384,26.6423832,5.814683805
,138,19366.62042,29733.97187,116.2785954,8345.473482,52.41261327,50.22515181,4.404581733
,138,20786.2128,30957.07526,125.9249839,6481.700531,33.05731622,36.2128252,4.851001842
,138,21262.70372,15082.62355,124.7643552,9246.148986,48.67912246,58.03060926,5.221407056
,138,21467.26294,3917.572463,126.0369772,5363.577525,30.85662862,32.74539495,5.313319138
,138,22496.23116,33789.03333,126.9610376,2599.042684,17.7774849,17.69707212,6.219426528
,138,23023.86724,28984.40089,122.1856947,8051.160857,38.33936163,53.189076,5.285421482
,138,24327.44365,22554.57763,118.8887989,14483.44894,79.65574219,80.20808389,4.170901564
,138,30337.09898,8003.245118,113.1677481,2322.957827,26.63251314,16.49750707,5.286599596
,138,30570.47131,8845.632794,123.5379083,2636.20914,22.46876348,19.2112057,6.255172023
,138,31378.78488,22375.69833,122.6180761,12950.57994,64.56028339,96.25724616,5.880452939
,138,31575.25317,26416.05094,119.8039807,3182.566356,26.51962977,20.11273085,5.170421168
,138,32376.02635,11398.16106,121.9880655,5138.523284,28.56456073,32.50097456,5.1683878
,138,32431.16977,21480.87435,120.4810016,3735.447853,32.97678583,21.43342596,4.756630498
,139,4039.370249,17080.86728,123.4586204,4553.379201,24.47205568,21.12230516,4.107696286
,139,6482.148036,14894.21518,114.9584853,3214.906332,28.43916579,16.58199261,4.094545161
,139,7072.757379,24221.57685,126.8386171,3347.911381,23.51716497,18.49399587,5.112373833
,139,7783.663393,13507.59203,126.5527563,7351.101971,34.77540662,40.25452066,4.778114779
,139,7853.291826,25479.28984,125.8088567,6468.978749,37.82345338,37.17231348,4.966256395
,139,9162.096026,18710.81922,126.0156806,7497.015381,34.27921754,34.79568139,4.090574136
,139,9753.139948,9588.358698,124.4012882,5165.222035,29.77670221,27.47980718,4.61030151
,139,9709.070246,30591.46043,122.5810337,2527.958355,22.86703528,14.90548402,5.217413442
,139,11697.33987,5660.064818,115.3233507,3389.003293,26.07728257,19.27727306,4.409345101
,139,12375.69989,15169.18173,120.6576782,12142.52473,58.0169471,76.16067913,4.851345833
,139,13095.2244,27979.86522,123.4349211,9745.224205,42.84703708,68.95184938,5.717203189
,139,14426.96883,20416.6829,119.2472101,9998.90478,57.36911318,51.34174738,3.96750279
,139,15330.94282,16730.22645,117.6111939,5403.410833,37.12203482,40.19816583,5.566936754
,139,18371.23961,15868.59125,127.2653371,6970.978835,43.20227452,41.25647996,5.194153985
,139,18485.73426,19631.67102,124.8277659,8368.041072,45.7234731,54.57709676,5.435385318
,139,19371.73533,26905.98635,124.1681725,19022.46571,87.46471631,106.5359741,4.557133103
,139,19353.17177,29724.79643,121.943527,8055.016548,45.18402767,54.24455038,5.360000135
,139,23008.73653,28979.49867,127.0942832,7309.93686,37.02156844,45.62803517,5.428735716
,139,24313.74601,22550.80343,126.0443381,16056.95114,79.13630717,94.07019213,4.917162483
,139,31570.65913,26409.78576,127.3092882,3338.907373,25.51740995,18.68657266,5.202592472
,139,32374.02966,11397.18985,119.435241,4854.720092,36.01926252,27.83065372,4.5784763
,140,4044.066642,17085.60378,126.2200609,4408.705088,23.11448855,26.63835195,5.34256997
,140,6477.358442,14884.70375,114.9696102,3281.787637,28.36011313,16.18398247,3.951727675
,140,7066.234916,24218.38515,121.2723322,3376.918791,26.94053214,19.61475057,4.907121483
,140,7782.784313,13507.76549,120.6974301,7508.657014,35.81290978,45.04751275,4.737943641
,140,7856.241657,25479.00668,121.1826424,6778.712272,39.65515484,37.76145139,4.489728236
,140,9165.180543,18704.39822,125.2965995,7508.597468,33.29408915,37.1405669,4.278193281
,140,9751.686752,9585.397209,122.8655518,5322.596967,29.14714263,31.35374709,4.909803875
,140,9715.71703,30585.74575,111.3646395,2537.530145,21.49992057,19.31255273,5.384661007
,140,10174.01193,28431.52612,127.3590759,4676.505374,22.22268842,29.99008534,5.704224651
,140,11689.9675,5666.962025,119.1621516,3514.637184,24.79114581,21.27674636,4.899086439
,140,12383.85727,15169.47749,116.3525933,12552.4359,61.60815023,74.90675841,4.309821001
,140,13095.95712,27979.60046,122.4581502,10391.05488,43.11419148,64.63902323,4.976241031
,140,14431.07679,20413.02349,116.9701707,10407.39559,59.18980197,57.96949773,4.111393461
,140,15335.48555,16736.28319,113.5305515,5881.78961,38.24252342,43.12302038,5.11643275
,140,18378.35217,15875.44265,125.265229,7188.474555,42.87415365,42.98878674,5.08064056
,140,18491.92125,19634.15775,118.0178309,7765.603139,53.85471859,48.92398575,4.739407472
,140,18957.5562,28293.8361,120.5885265,3652.861613,34.59935899,27.24761141,5.96850856
,140,19375.61654,26905.17214,120.7849351,19099.18709,87.18373793,100.9933329,4.086742759
,140,19360.82274,29734.81636,118.6827198,8326.419738,51.28426301,54.84964833,4.978270159
,140,24314.54879,22553.24655,126.8730882,15894.86713,73.40464906,88.15690577,4.727781411
,140,30321.24409,7998.293968,119.9006738,2359.3308,24.78945519,16.45744025,5.769499936
,140,31015.45112,16829.63917,126.8385165,6162.637666,38.89107021,32.78915669,4.723292225
,140,32424.19078,21478.10276,126.3200913,3615.405507,32.91193105,21.97816625,5.455642745
,141,4038.861408,17085.22879,124.5366995,4276.722332,22.61136124,24.00608812,4.904515984
,141,6474.581934,14888.95009,116.0137967,3415.147872,27.14674912,17.79418663,4.160155573
,141,7784.699451,13511.23724,124.5221731,7807.780374,37.07883367,43.46042265,4.68877991
,141,7853.582346,25480.57773,123.0967865,6449.320049,40.15843107,41.33692683,5.25995321
,141,9164.351613,18708.16022,125.2030327,7729.739617,35.44862019,33.61912538,3.813910549
,141,9752.695081,9586.373717,125.4839167,5555.060317,29.64505786,32.39972533,5.050280469
,141,9709.051261,30588.01602,122.7008412,2698.933652,20.08448083,18.00377086,5.728069724
,141,11688.82192,5666.436423,116.6406492,3621.967016,26.47601429,23.30091582,4.943174511
,141,12377.36777,15162.74859,123.7578985,12842.42058,55.19835941,71.1775029,4.527848134
,141,13094.92633,27976.16547,122.8339042,9993.153059,43.33596503,60.89060754,4.915815898
,141,14423.45746,20414.48601,124.1580787,10705.28446,54.60165195,56.51879666,4.382415412
,141,18372.95562,15867.32047,126.6877434,7195.447688,40.62452118,43.27783789,5.21833022
,141,18483.3581,19635.14461,124.1688386,8539.340217,49.03456769,61.24598967,5.878787681
,141,19367.02008,26904.94346,125.8287293,20313.60789,82.16274771,112.3474788,4.615173111
,141,30324.61039,7992.849908,116.7955354,2405.013499,27.22971207,16.95954728,5.54210711
,141,32373.43531,11389.40275,123.32265,5624.554609,33.09849461,29.07487265,4.399157814
,142,4038.657809,17083.17888,124.4633371,4543.178692,24.15216714,26.87417931,5.100146591
,142,6471.578842,14889.48118,112.0786103,3414.645239,27.16152103,21.66028197,4.568184841
,142,7066.706529,24214.26416,126.1715671,3656.668153,23.79630579,21.21615512,5.230280335
,142,7780.128889,13507.7459,122.6937552,7568.160909,35.84348852,41.63854891,4.518373355
,142,9163.664856,18707.33527,125.9139345,7685.466664,32.65693959,34.98771489,4.009973389
,142,9747.911438,9587.353321,125.2936329,5234.784358,28.73382155,28.83941589,4.809189875
,142,9713.871576,30582.94311,125.4754521,2706.944277,19.12811229,15.57112213,5.292857652
,142,11696.60863,5666.799338,118.4659204,3584.715359,24.51648472,21.67587935,4.834222699
,142,12375.6601,15168.65089,122.8229083,12129.75839,58.26920834,72.36508378,4.789974454
,142,14427.27949,20416.76769,119.5276455,10372.71916,59.25881745,55.3671047,4.121543022
,142,15331.21054,16726.35473,123.2585824,6119.240157,35.40425571,38.59039382,5.208777127
,142,18480.60641,19636.96926,126.6523463,8054.169843,48.73061685,52.94242014,5.637921428
,142,19371.19406,26904.96376,124.2975135,19799.82782,89.71136131,100.6433248,4.158567598
,142,19345.83144,29723.71372,123.4946642,8360.078489,44.98538203,57.30517909,5.577591957
,142,24315.12562,22549.35444,127.0718099,15092.70898,75.51429023,85.57561151,4.848924462
,142,31570.75897,26404.94377,125.8964631,3187.136026,26.26872752,18.06853042,5.175554705
,143,4053.302931,17085.90799,118.7611844,3828.38404,25.8076722,23.3189696,4.858319015
,143,6474.40189,14889.30297,116.9761516,3533.890325,26.80354186,18.10442574,4.149751233
,143,7072.422068,24223.90076,125.9820607,3513.20279,23.60737849,19.88454678,5.127987251
,143,7781.73464,13508.65674,120.5634656,8283.776362,36.75813691,51.6865571,4.88065111
,143,7858.176406,25479.35766,123.2970311,7092.064049,39.40642591,36.93749776,4.358846274
,143,9168.89067,18709.26932,126.4914833,7982.925469,33.09313521,38.79045258,4.271836711
,143,9708.606891,30582.51962,119.5592408,2645.33853,20.87077849,17.22846118,5.371263858
,143,11697.91267,5665.966824,119.8219263,3840.168537,26.57705877,21.19246741,4.551019005
,143,12381.24531,15166.40889,119.6466369,12061.19354,55.45033609,65.32929988,4.160704939
,143,13027.27366,30820.6044,125.9469947,8970.702732,39.52853407,58.09099284,5.480903611
,143,13096.45657,27980.56576,121.3771326,10786.49993,43.16999741,77.31126596,5.587620705
,143,14435.5694,20414.58202,116.6561358,10745.86036,61.08806509,54.87188402,3.773330126
,143,15329.41805,16731.68923,123.0871874,6066.675657,36.30968709,35.94841485,4.914740007
,143,18380.80877,15870.56722,123.9120466,7431.681911,43.57242011,48.67204453,5.402057757
,143,18490.05928,19635.42974,117.8587877,8435.321932,55.56028023,59.58225555,5.239655426
,143,18955.72493,28288.50178,119.091823,3421.385113,34.47570324,26.58432317,6.067439898
,143,19374.18323,26907.39319,122.9706416,19289.22157,87.53618443,103.3653552,4.285361369
,143,19358.59577,29730.86874,123.7614772,8240.001659,48.25987855,49.21773973,4.93068956
,143,24317.30602,22552.29706,125.5868822,14702.44528,73.8934152,76.21975592,4.357056758
,143,31367.91402,22370.91242,126.5749466,13796.43376,62.4234743,104.042256,6.341126599
,143,31565.68034,26411.82096,127.0113272,3384.105149,24.87456938,18.95715458,5.178042471
,144,4045.191786,17086.4834,121.5972841,4239.842378,25.68430915,27.06584085,5.241186064
,144,6480.864427,14888.91099,111.1970258,3328.974349,29.4440151,13.49425313,3.264993832
,144,7071.643238,24220.26758,124.5541145,3715.860765,24.30642792,22.65385455,5.317922354
,144,7789.524,13511.10283,120.6818878,7676.544238,38.17432797,41.38220643,4.297012703
,144,7858.515661,25480.86387,124.1495843,7097.172114,40.50724909,43.16944525,5.075443937
